Code,Quantity,option_id,warehouse_id,opening_stock,cost,expiry,serial
12000 ,100,,1,1,$20.00,,
BB0001 ,100,,1,1,$890.00,,
BB0002 ,100,,1,1,$0.00,,
BB0003 ,100,,1,1,$118.00,,
BB0004 ,100,,1,1,$123.00,,
BB0005 ,100,,1,1,$108.00,,
BB0006 ,100,,1,1,$113.00,,
BB0007 ,100,,1,1,$118.00,,
BB0008 ,100,,1,1,$123.00,,
CASH0001 ,100,,1,1,$0.00,,
